species,bone,bone_group,specimen,view,source_path,found,img_width,img_height,bbox_x,bbox_y,bbox_width,bbox_height,rbox_width,rbox_height,rbox_angle_deg,area_px,area_ratio,aspect_ratio,extent,solidity,elongation,ellipse_ratio,circularity,convexity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,wp00,wp01,wp02,wp03,wp04,wp05,wp06,wp07,wp08,wp09,wp10,wp11,wp12,wp13,wp14,wp15,wp16,wp17,wp18,wp19,mean_width,std_width,max_width,min_width,curvature_mean,curvature_max
homo_naledi,rib,costilla,000026248,20,/root/dev/base_datos_osea/renders/homo_naledi/rib/000026248/homo_naledi_rib_000026248_view020.png,True,512,512,110,162,283,191,316.45,76.54,-30.69,12474.0,0.047585,4.1347,0.2308,0.6725,0.9516,3.9601,0.2748,0.93,0.1699,0.3856,1.8188,2.6474,-6.1546,-3.1716,-4.8811,38.43,42.54,48.77,50.33,48.61,45.28,37.97,35.39,35.39,39.88,44.93,52.21,53.9,53.15,44.49,33.53,29.64,1.24,47.99,42.54,41.31,11.38,53.9,1.24,0.013126,0.057827
homo_naledi,rib,costilla,000026248,21,/root/dev/base_datos_osea/renders/homo_naledi/rib/000026248/homo_naledi_rib_000026248_view021.png,True,512,512,151,190,231,120,229.53,92.21,-20.06,15108.0,0.057632,2.4893,0.545,0.8684,0.7804,2.9514,0.5015,0.8957,0.5651,1.3383,3.927,4.3998,8.6386,5.2289,8.8293,37.93,58.27,74.43,5.9,73.64,76.21,77.82,77.56,79.79,88.85,91.68,89.46,61.16,63.38,67.66,70.56,70.21,68.35,62.62,29.22,66.24,20.41,91.68,5.9,0.021527,0.062396
homo_naledi,rib,costilla,000026248,22,/root/dev/base_datos_osea/renders/homo_naledi/rib/000026248/homo_naledi_rib_000026248_view022.png,True,512,512,136,186,245,142,239.0,141.17,-74.95,17628.5,0.067247,1.693,0.5067,0.7465,0.7502,1.6889,0.4356,0.8542,0.5688,1.6488,2.0267,2.4896,4.7932,3.4356,5.1098,47.54,88.24,102.28,115.24,134.48,141.06,137.9,119.62,88.54,71.31,66.96,66.88,75.46,72.57,68.18,66.25,58.12,49.1,34.13,21.39,81.26,33.4,141.06,21.39,0.016066,0.059197
homo_naledi,rib,costilla,000026248,23,/root/dev/base_datos_osea/renders/homo_naledi/rib/000026248/homo_naledi_rib_000026248_view023.png,True,512,512,178,190,174,120,192.35,68.54,-29.89,8496.0,0.03241,2.8064,0.4069,0.8444,0.8666,2.8373,0.4543,0.9202,0.4972,1.1674,2.4524,3.1999,6.2196,4.678,-6.1407,25.55,39.08,41.2,0.89,47.75,0.85,51.73,55.57,60.88,60.16,62.74,58.8,58.3,53.36,30.41,32.62,35.85,42.54,42.67,34.48,41.77,17.44,62.74,0.85,0.033299,0.07431
homo_naledi,sacrum,sacro,000006552,0,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view000.png,True,512,512,224,180,64,150,152.31,58.71,-83.61,6030.5,0.023005,2.5942,0.6282,0.8376,0.7962,3.018,0.4807,0.9303,0.5271,1.2545,2.8236,3.7274,-8.0287,-4.5464,-7.0048,18.22,21.86,45.27,42.73,41.74,44.39,42.73,45.4,50.36,52.35,51.36,49.25,2.99,44.95,41.19,45.41,42.07,42.07,41.08,36.88,40.12,11.87,52.35,2.99,0.033,0.080549
homo_naledi,sacrum,sacro,000006552,1,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view001.png,True,512,512,262,149,64,144,146.98,57.2,-83.66,6272.5,0.023928,2.5695,0.6806,0.8821,0.8167,2.7145,0.5262,0.9313,0.5635,1.3486,3.0402,3.7223,7.3441,5.8009,-7.1906,37.22,41.74,44.72,46.93,47.93,47.49,51.13,0.0,52.12,53.89,51.68,6.96,45.61,43.4,42.74,44.28,42.63,43.29,40.09,19.1,40.15,14.17,53.89,0.0,0.036679,0.076401
homo_naledi,sacrum,sacro,000006552,2,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view002.png,True,512,512,213,253,70,145,148.55,61.54,-80.78,5833.5,0.022253,2.414,0.5747,0.8543,0.8069,2.4572,0.5104,0.932,0.5535,1.3564,2.4941,3.4111,7.4869,-4.4311,-6.3649,29.27,37.35,1.17,2.24,0.83,42.58,48.8,51.62,0.83,53.92,54.24,51.12,45.41,45.57,46.23,42.44,38.01,29.29,23.5,16.27,33.03,18.64,54.24,0.83,0.035778,0.078212
homo_naledi,sacrum,sacro,000006552,3,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view003.png,True,512,512,170,121,71,148,147.71,69.47,-88.98,6978.0,0.026619,2.1262,0.6641,0.8462,0.7454,2.6196,0.5283,0.9286,0.5852,1.4464,3.0745,4.178,-8.441,-5.8892,7.8162,23.05,45.92,48.06,48.8,49.12,49.15,48.12,48.12,3.11,55.04,58.1,59.17,53.1,3.09,56.99,58.9,57.94,56.9,45.9,21.96,44.53,17.01,59.17,3.09,0.032828,0.086977
homo_naledi,sacrum,sacro,000006552,4,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view004.png,True,512,512,318,185,66,162,162.32,63.26,-87.09,7617.5,0.029058,2.566,0.7124,0.9485,0.8259,2.739,0.5943,0.9441,0.596,1.4288,3.2127,4.011,7.8831,5.4452,-7.7009,32.01,40.3,43.1,49.83,54.73,58.33,61.07,61.07,2.25,3.5,56.77,61.56,57.87,2.74,51.78,5.54,42.74,37.1,28.01,12.83,38.16,21.19,61.56,2.25,0.045304,0.076859
homo_naledi,sacrum,sacro,000006552,5,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view005.png,True,512,512,123,215,90,150,152.73,80.4,-81.29,7396.5,0.028215,1.8995,0.5479,0.8184,0.6513,2.1141,0.5151,0.9091,0.6193,1.6396,2.5682,3.7863,-6.9809,-4.6121,-7.5212,29.12,44.55,46.61,1.6,50.71,2.73,3.04,54.44,70.02,74.96,74.13,65.08,59.31,56.49,58.47,60.75,56.8,22.05,22.05,15.28,43.41,23.85,74.96,1.6,0.041368,0.078256
homo_naledi,sacrum,sacro,000006552,6,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view006.png,True,512,512,277,92,71,130,129.26,61.21,-77.66,6197.0,0.02364,2.1117,0.6714,0.9134,0.7238,2.2458,0.5962,0.9078,0.6484,1.6499,3.5274,4.3152,8.8681,-6.2238,-8.2487,40.79,47.62,50.98,53.24,54.77,56.63,57.91,0.85,0.85,1.1,56.63,55.62,44.78,51.65,55.01,57.39,52.08,44.78,33.28,18.44,41.72,19.46,57.91,0.85,0.041815,0.134365
homo_naledi,sacrum,sacro,000006552,7,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view007.png,True,512,512,320,262,68,147,145.97,66.6,-1.1,6811.0,0.025982,2.1917,0.6814,0.9613,0.8128,2.2104,0.6434,0.9462,0.6456,1.6092,3.3099,4.0549,7.7858,5.026,-8.087,13.94,27.01,32.11,40.01,44.03,5.17,53.05,56.09,58.07,4.17,5.15,65.95,65.06,1.94,59.01,56.99,46.03,41.86,37.99,27.01,37.03,21.01,65.95,1.94,0.044539,0.077171
homo_naledi,sacrum,sacro,000006552,8,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view008.png,True,512,512,106,154,88,175,173.48,85.0,-1.99,9135.5,0.034849,2.0409,0.5932,0.8707,0.7165,2.149,0.5459,0.9317,0.6,1.5246,2.6591,3.8764,-7.6941,-5.1972,7.1621,18.13,34.12,36.98,56.31,64.31,71.3,74.23,1.31,77.71,73.78,64.03,58.69,56.72,55.79,54.18,52.86,52.0,49.87,45.01,25.16,51.12,19.27,77.71,1.31,0.020588,0.059183
homo_naledi,sacrum,sacro,000006552,9,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view009.png,True,512,512,333,158,91,154,154.32,74.31,-71.57,8407.0,0.03207,2.0766,0.5999,0.893,0.7263,2.2797,0.5822,0.9066,0.6261,1.576,3.1919,4.1887,-7.8878,-4.9946,8.5803,39.21,47.43,51.55,0.0,55.34,62.61,68.62,71.47,67.99,65.78,61.66,52.81,63.25,61.35,63.25,0.95,66.72,61.35,40.48,23.08,51.24,20.51,71.47,0.0,0.044559,0.112261
homo_naledi,sacrum,sacro,000006552,10,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view010.png,True,512,512,85,242,102,97,95.63,87.84,-60.75,5727.5,0.021849,1.0886,0.5789,0.8904,0.2803,1.1157,0.6524,0.9055,0.7475,3.0473,2.8951,4.737,-9.4089,-6.9818,8.5573,20.21,36.72,45.27,0.49,0.49,0.77,84.81,85.58,84.11,78.49,1.36,70.85,63.13,68.37,73.22,71.09,67.88,63.52,49.52,42.93,50.44,29.76,85.58,0.49,0.057172,0.182582
homo_naledi,sacrum,sacro,000006552,11,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view011.png,True,512,512,85,176,100,117,109.81,90.55,-47.12,6674.5,0.025461,1.2127,0.5705,0.9175,0.3232,1.5088,0.669,0.9312,0.7246,2.2958,2.876,4.7339,8.5388,5.8905,11.022,61.5,82.86,90.55,90.55,83.59,82.13,76.42,69.46,66.32,61.66,62.5,62.34,61.55,61.71,58.73,50.25,46.79,2.04,6.96,16.17,59.7,24.72,90.55,2.04,0.040994,0.098131
homo_naledi,sacrum,sacro,000006552,12,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view012.png,True,512,512,336,164,91,184,181.59,87.71,-86.04,10299.0,0.039288,2.0704,0.6151,0.9064,0.7487,2.0998,0.5868,0.9304,0.6325,1.6084,3.0605,4.4326,-8.2861,-5.3312,-8.3844,25.01,43.1,50.16,53.7,59.27,62.4,62.99,62.06,72.48,81.6,84.59,84.28,7.47,80.71,61.34,58.69,55.7,0.93,32.78,20.95,53.01,23.95,84.59,0.93,0.031218,0.086315
homo_naledi,sacrum,sacro,000006552,13,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view013.png,True,512,512,89,160,88,182,181.0,87.0,-90.0,9895.0,0.037746,2.0805,0.6178,0.8818,0.7813,2.0702,0.5438,0.9217,0.5999,1.5075,2.7299,3.593,6.7642,4.3948,7.435,27.0,40.0,46.0,49.0,2.0,54.0,56.0,58.0,57.0,57.0,74.0,78.0,82.0,2.0,82.0,69.0,68.0,62.0,36.0,19.0,50.9,23.29,82.0,2.0,0.031607,0.069319
homo_naledi,sacrum,sacro,000006552,14,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view014.png,True,512,512,323,227,102,118,130.57,80.9,-48.81,7259.5,0.027693,1.614,0.6031,0.9098,0.534,1.762,0.6629,0.9286,0.6971,1.9772,2.8906,4.0428,-8.262,-5.9587,7.5164,10.63,27.09,5.46,2.63,1.6,60.77,63.4,66.23,69.71,71.21,72.62,71.97,65.66,64.44,71.4,70.65,69.9,1.13,55.78,16.93,46.96,28.37,72.62,1.13,0.038644,0.087809
homo_naledi,sacrum,sacro,000006552,15,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view015.png,True,512,512,262,85,101,102,99.76,96.78,-53.47,6360.0,0.024261,1.0308,0.6174,0.9482,0.1173,1.0312,0.7092,0.9379,0.7579,4.2444,2.7696,6.2565,-11.6047,9.317,-10.7742,29.61,47.62,62.2,71.4,76.43,13.04,94.02,94.58,96.4,96.4,91.01,80.8,68.57,61.61,62.8,58.21,52.2,41.96,31.99,12.59,62.17,25.98,96.4,12.59,0.042443,0.112393
homo_naledi,sacrum,sacro,000006552,16,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view016.png,True,512,512,82,203,99,189,188.11,85.61,-21.8,10958.5,0.041803,2.1974,0.5857,0.919,0.7471,2.3546,0.5947,0.932,0.626,1.5482,3.4345,4.5029,9.1411,-5.8372,-8.4818,21.91,37.7,48.47,56.08,54.22,62.95,74.46,79.85,81.52,82.08,78.73,70.75,71.49,70.01,66.11,1.86,60.17,51.62,47.72,15.23,56.65,22.15,82.08,1.86,0.029477,0.06549
homo_naledi,sacrum,sacro,000006552,17,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view017.png,True,512,512,319,156,98,198,197.44,96.23,-0.85,11982.0,0.045708,2.0516,0.6175,0.8685,0.7633,2.0016,0.5435,0.9256,0.6008,1.5205,2.6501,3.6199,6.8595,4.5623,-6.9638,16.04,33.94,62.95,74.84,75.84,85.86,88.86,1.94,89.18,82.14,65.16,63.02,1.12,60.98,1.18,59.04,55.96,53.99,48.07,33.97,52.7,28.35,89.18,1.12,0.035128,0.061893
homo_naledi,sacrum,sacro,000006552,18,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view018.png,True,512,512,101,111,85,164,162.78,80.86,-3.37,9191.0,0.035061,2.0131,0.6593,0.894,0.7241,2.0742,0.5905,0.9037,0.6452,1.676,2.9755,3.9949,-7.6457,-4.9091,7.6166,16.91,43.04,60.01,66.94,68.7,68.59,65.71,65.71,58.31,3.41,0.94,77.34,78.34,75.46,70.17,64.24,57.14,50.44,42.04,20.14,52.68,23.49,78.34,0.94,0.02256,0.092687
homo_naledi,sacrum,sacro,000006552,19,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view019.png,True,512,512,221,299,83,136,138.63,78.24,-7.37,7957.0,0.030354,1.7718,0.7049,0.9315,0.6762,1.7243,0.6826,0.9413,0.6939,1.901,3.1818,4.3011,-9.0349,-5.5031,8.0447,32.12,52.34,56.79,4.06,64.02,65.4,69.49,69.46,69.97,69.97,69.93,72.08,70.32,68.81,67.95,60.75,57.65,49.49,34.97,20.22,56.29,18.63,72.08,4.06,0.023975,0.063229
homo_naledi,sacrum,sacro,000006552,20,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view020.png,True,512,512,276,91,111,190,196.42,100.82,-9.73,12360.0,0.04715,1.9483,0.5861,0.8707,0.6718,2.1429,0.5492,0.9221,0.6202,1.6147,2.6447,3.8425,-7.6161,-5.3151,-7.1058,22.84,42.21,59.81,82.14,82.17,85.61,86.42,83.5,88.34,86.03,84.06,78.26,70.54,65.78,64.83,63.11,59.14,56.88,44.86,31.57,66.91,19.04,88.34,22.84,0.013383,0.053429
homo_naledi,sacrum,sacro,000006552,21,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view021.png,True,512,512,114,159,91,220,221.29,85.4,-3.31,13906.0,0.053047,2.5912,0.6946,0.9448,0.7919,2.8205,0.5742,0.9441,0.5816,1.3865,2.9722,3.6107,6.9818,4.5509,7.1585,52.14,56.72,63.18,70.65,75.28,80.44,83.32,82.09,81.62,78.22,73.65,77.58,71.59,69.42,65.89,62.49,54.2,48.04,35.82,18.8,65.06,16.41,83.32,18.8,0.012172,0.047712
homo_naledi,sacrum,sacro,000006552,22,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view022.png,True,512,512,259,183,97,212,213.76,91.36,-3.22,13069.0,0.049854,2.3398,0.6355,0.8324,0.7193,3.0223,0.4982,0.9198,0.5727,1.4086,2.8511,3.7086,7.5407,-4.8044,7.0062,59.02,64.62,66.4,67.61,67.01,69.4,69.68,71.73,76.83,84.37,85.43,80.1,70.45,67.56,65.5,69.5,68.44,47.36,26.18,22.08,64.96,15.85,85.43,22.08,0.015164,0.052808
homo_naledi,sacrum,sacro,000006552,23,/root/dev/base_datos_osea/renders/homo_naledi/sacrum/000006552/homo_naledi_sacrum_000006552_view023.png,True,512,512,208,143,96,227,231.88,87.06,-6.31,13523.5,0.051588,2.6634,0.6206,0.8442,0.8121,2.981,0.4794,0.9305,0.5302,1.2671,2.6779,3.369,6.6002,5.7327,6.4978,25.29,33.02,34.68,58.42,61.96,64.17,62.95,65.6,75.64,77.63,78.4,75.86,70.46,69.35,67.58,2.42,1.21,63.83,61.4,56.21,55.3,22.8,78.4,1.21,0.022676,0.05108
homo_naledi,ulna,hueso_largo,000026237,0,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view000.png,True,512,512,118,122,253,241,331.57,66.07,-44.63,10552.0,0.040253,5.0181,0.1731,0.6472,0.9717,5.1535,0.2248,0.9275,0.0831,0.1963,1.0167,1.096,2.1525,1.2031,3.6408,22.64,26.29,26.29,26.27,27.01,26.25,27.71,27.65,27.57,31.24,31.14,31.21,35.24,38.8,54.44,65.04,57.41,45.36,47.36,41.71,35.83,11.87,65.04,22.64,0.006192,0.026385
homo_naledi,ulna,hueso_largo,000026237,1,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view001.png,True,512,512,108,137,281,214,338.64,59.53,-48.96,10078.5,0.038446,5.6882,0.1676,0.6545,0.975,6.0446,0.2072,0.9209,0.0409,0.1072,1.0332,1.1339,2.218,1.2061,3.5569,20.6,25.93,28.36,27.7,28.36,27.99,29.01,28.65,29.11,31.37,31.21,30.72,31.23,35.47,46.71,58.17,49.84,43.41,42.52,35.47,34.09,9.1,58.17,20.6,0.006254,0.0251
homo_naledi,ulna,hueso_largo,000026237,2,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view002.png,True,512,512,133,109,244,293,360.2,64.08,-40.64,11439.5,0.043638,5.6211,0.16,0.6699,0.9774,6.1989,0.2084,0.9316,0.0259,0.0736,0.9958,1.0717,2.1057,1.1146,3.6896,25.16,25.48,26.46,1.4,26.56,25.71,26.79,27.65,27.99,28.63,29.08,30.38,31.24,36.78,42.09,62.59,63.56,42.85,52.73,42.73,33.79,13.9,63.56,1.4,0.01235,0.048379
homo_naledi,ulna,hueso_largo,000026237,3,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view003.png,True,512,512,148,192,169,93,177.57,70.07,-63.03,6682.0,0.02549,2.5343,0.4251,0.7521,0.8345,2.6033,0.3928,0.8917,0.4844,1.1717,2.1132,2.277,4.4757,2.8639,5.366,39.81,45.61,50.11,50.11,2.17,60.42,67.14,67.53,66.56,59.0,47.85,30.46,28.65,26.43,25.07,25.53,25.1,24.64,16.54,16.54,38.76,18.8,67.53,2.17,0.029549,0.077844
homo_naledi,ulna,hueso_largo,000026237,4,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view004.png,True,512,512,130,147,278,231,351.3,54.19,-48.1,9947.0,0.037945,6.4828,0.1549,0.6566,0.9802,7.1769,0.1989,0.9328,-0.0088,0.0014,1.2712,1.4697,2.8436,1.5252,3.7452,26.24,36.05,50.15,52.35,38.45,33.97,29.75,28.89,30.53,30.66,28.74,29.33,28.66,29.33,29.4,28.81,30.66,29.56,29.04,24.9,32.27,6.98,52.35,24.9,0.005301,0.021269
homo_naledi,ulna,hueso_largo,000026237,5,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view005.png,True,512,512,206,75,73,334,334.13,67.87,-10.16,11050.0,0.042152,4.9228,0.4532,0.7127,0.9673,5.9543,0.2241,0.917,0.0986,0.227,1.0094,1.0851,2.1323,1.199,4.0685,47.5,59.46,47.29,66.68,65.22,57.69,43.18,37.35,32.18,31.44,29.25,29.02,27.96,27.33,26.97,26.06,24.15,23.74,22.54,20.67,37.28,14.58,66.68,20.67,0.007516,0.047185
homo_naledi,ulna,hueso_largo,000026237,6,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view006.png,True,512,512,95,176,290,124,306.14,52.92,-67.69,9305.5,0.035498,5.7844,0.2588,0.7737,0.9664,9.8082,0.2346,0.9269,0.1054,0.2365,1.2796,1.3712,2.6968,1.4975,4.2665,15.89,22.56,23.91,24.84,26.31,27.83,28.75,29.13,29.46,30.72,30.46,32.48,33.57,41.23,43.89,45.38,38.24,50.1,52.92,37.69,33.27,9.37,52.92,15.89,0.005281,0.027275
homo_naledi,ulna,hueso_largo,000026237,7,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view007.png,True,512,512,138,203,285,110,295.45,58.21,-74.88,9126.5,0.034815,5.0758,0.2911,0.6769,0.9636,5.8838,0.2226,0.8955,0.0783,0.1857,1.51,1.7252,3.3474,1.8631,4.1812,34.47,43.88,55.6,58.08,53.85,31.78,29.85,28.86,28.83,28.65,29.17,29.17,29.43,29.69,29.27,29.27,30.32,31.1,30.76,29.82,34.59,9.53,58.08,28.65,0.008004,0.035099
homo_naledi,ulna,hueso_largo,000026237,8,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view008.png,True,512,512,218,162,103,150,172.39,60.83,-65.56,6327.0,0.024136,2.834,0.4095,0.8785,0.8561,4.0699,0.4548,0.9418,0.4847,1.1351,2.034,2.3389,4.5256,2.9065,-5.9842,10.35,17.38,21.52,25.41,25.66,28.47,30.79,31.12,33.02,36.99,43.37,46.26,51.23,55.62,60.58,60.83,60.42,57.44,44.36,24.17,38.25,15.35,60.83,10.35,0.017076,0.05786
homo_naledi,ulna,hueso_largo,000026237,9,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view009.png,True,512,512,153,118,222,294,355.3,44.99,-33.74,10294.0,0.039268,7.8977,0.1577,0.7842,0.9782,13.0733,0.2054,0.9446,0.0023,0.0193,1.5021,1.6011,3.1531,1.6264,4.5748,20.8,26.62,27.44,27.72,28.0,29.1,29.66,29.11,29.38,29.38,30.49,30.25,30.53,31.89,36.89,38.56,39.96,42.17,42.7,34.94,31.78,5.52,42.7,20.8,0.003455,0.010853
homo_naledi,ulna,hueso_largo,000026237,10,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view010.png,True,512,512,203,95,104,346,351.93,56.12,-80.69,10543.0,0.040218,6.271,0.293,0.717,0.9782,10.0242,0.1965,0.9197,0.0019,0.0196,1.3191,1.3808,2.7308,1.3906,5.2544,46.53,51.64,40.4,52.9,49.97,36.69,30.46,29.98,29.15,28.65,28.65,28.65,28.78,29.15,27.97,27.02,26.35,26.35,26.14,23.85,33.46,9.16,52.9,23.85,0.006216,0.036164
homo_naledi,ulna,hueso_largo,000026237,11,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view011.png,True,512,512,198,174,147,203,226.47,73.08,-24.71,8306.5,0.031687,3.0988,0.2784,0.7154,0.9167,3.5782,0.2947,0.8747,0.3251,0.7503,1.4062,1.5751,3.0659,1.9503,-4.6098,15.79,21.09,21.88,22.29,23.97,25.85,26.34,27.74,28.09,29.91,31.65,47.86,61.25,68.03,69.34,54.26,65.37,69.72,67.05,44.77,41.11,19.12,69.72,15.79,0.01648,0.065081
homo_naledi,ulna,hueso_largo,000026237,12,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view012.png,True,512,512,188,203,172,112,191.52,50.53,-58.66,5528.0,0.021088,3.7902,0.287,0.703,0.9181,4.1124,0.3237,0.9189,0.2525,0.5691,1.9676,2.7262,5.8663,-3.7823,5.0789,19.91,32.09,34.02,34.02,32.46,30.57,30.94,30.61,29.75,28.71,29.57,29.45,29.64,29.97,30.57,39.88,45.9,40.48,34.5,16.64,31.48,6.18,45.9,16.64,0.015713,0.04668
homo_naledi,ulna,hueso_largo,000026237,13,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view013.png,True,512,512,165,101,200,280,331.5,51.14,-59.5,10301.5,0.039297,6.4825,0.184,0.7844,0.9691,9.683,0.2306,0.9408,0.0849,0.1925,1.2773,1.362,2.6818,1.4668,-4.2725,13.54,22.71,24.28,25.5,26.87,28.08,29.3,29.8,30.82,31.23,31.89,33.92,37.01,41.78,43.86,44.78,38.94,45.43,50.49,25.0,32.76,9.0,50.49,13.54,0.005269,0.021382
homo_naledi,ulna,hueso_largo,000026237,14,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view014.png,True,512,512,208,77,89,359,360.78,60.76,-5.62,11083.5,0.04228,5.9382,0.3469,0.7006,0.9802,7.9402,0.1971,0.9237,0.0077,0.0334,1.0237,1.0828,2.1361,1.0996,-4.454,22.89,24.99,24.6,25.7,26.79,27.49,27.88,27.59,28.0,27.69,28.89,29.58,30.25,34.93,39.71,53.54,58.39,41.11,54.95,47.07,34.1,10.82,58.39,22.89,0.006372,0.040202
homo_naledi,ulna,hueso_largo,000026237,15,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view015.png,True,512,512,142,153,199,168,242.99,47.53,-51.26,7361.0,0.02808,5.1128,0.2202,0.7992,0.9612,8.2975,0.2952,0.9471,0.1716,0.3741,2.4315,2.5925,5.105,2.7882,-6.4441,30.46,43.73,43.42,38.59,42.02,36.86,30.15,29.05,28.74,29.68,30.16,31.07,30.15,30.29,30.14,29.06,29.98,30.46,7.04,22.49,31.18,7.73,43.73,7.04,0.012737,0.078044
homo_naledi,ulna,hueso_largo,000026237,16,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view016.png,True,512,512,142,175,262,134,283.88,69.14,-24.17,9267.5,0.035353,4.1059,0.264,0.6574,0.9489,4.8605,0.2529,0.9066,0.1755,0.4015,1.1499,1.256,2.4596,1.4687,-3.7361,31.37,45.15,48.67,62.59,67.47,67.36,43.64,31.78,33.25,31.06,31.0,28.48,27.98,27.16,26.56,25.74,26.15,24.61,25.02,21.52,36.33,14.19,67.47,21.52,0.01045,0.039158
homo_naledi,ulna,hueso_largo,000026237,17,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view017.png,True,512,512,223,150,62,260,259.46,54.21,-1.97,8050.5,0.03071,4.7864,0.4994,0.7596,0.9674,6.9549,0.2838,0.9591,0.1288,0.2874,1.7876,1.9292,3.7879,2.0767,-5.2298,19.09,28.71,29.46,1.59,1.66,29.19,29.67,29.85,0.97,28.61,28.54,27.36,27.57,27.57,3.69,9.58,50.04,54.21,53.04,41.98,26.12,15.92,54.21,0.97,0.033363,0.073161
homo_naledi,ulna,hueso_largo,000026237,18,/root/dev/base_datos_osea/renders/homo_naledi/ulna/000026237/homo_naledi_ulna_000026237_view018.png,True,512,512,104,136,281,242,356.94,46.96,-40.91,10425.5,0.03977,7.6004,0.1533,0.773,0.9817,9.4857,0.2065,0.9449,0.0078,0.0318,1.4177,1.5604,3.0504,1.6074,-4.2111,23.98,26.09,27.76,28.21,28.61,28.96,29.72,29.82,29.82,30.27,30.68,30.33,0.91,32.95,36.17,44.84,44.03,35.02,40.56,38.39,30.86,8.85,44.84,0.91,0.009609,0.051681
